#SEED: 0.25581980776041746
SAT0,-68.70834510985458,58.61394773055662,482.8683868013911
SAT1,-38.04387483939581,112.47168036917577,673.011120461232
SAT2,38.30749046193807,-9.588378484764462,670.1191668454601
SAT3,56.63885503682096,-71.20567632458969,572.6026643094006
SAT4,-53.28596089067079,137.72820957074504,674.8290985144058
SAT5,-50.74697127842668,-85.17031705389147,358.8657200065978
SAT6,13.05050747675834,52.27083500361525,655.3656215279441
SAT7,-31.610297723564024,172.43623024152458,417.8136215791768
SAT8,-36.41578486709303,54.080003067862975,528.6061871540693
SAT9,24.312344518806782,92.91673011614932,612.6031764572238
SAT10,-5.190332019007386,3.4043172836111353,443.65349410614056
SAT11,-13.154083273304465,49.87744045738822,363.2028349658913
SAT12,-65.59429653948334,24.902987109270953,669.7711469604824
SAT13,32.67279285742093,14.21281684665422,615.4806724364917
SAT14,88.12428033705197,-40.268926245405424,631.0078124186325
SAT15,58.212753480202025,114.00199917204657,558.25159094785
SAT16,-78.41625432719877,-34.110147133097456,465.85366100423823
SAT17,51.05273705258324,-115.65959123170269,656.5640872368795
SAT18,72.71225762767762,-108.35291689500188,657.3554619546189
SAT19,-70.86273312964835,156.8894448584499,632.1286517137811
ROUTE,-51.72074461854159,17.968019185134693,-23.41675429617605,11.602923471795833
